ten_san_pham,ram_gb,o_cung_gb,gia_ban,cpu_NAN,ram_gb_NAN,o_cung_gb_NAN,vga_NAN,thuong_hieu_ASUS,thuong_hieu_Acer,thuong_hieu_Apple,thuong_hieu_Asus,thuong_hieu_DELL,thuong_hieu_Dell,thuong_hieu_GIGABYTE,thuong_hieu_Gigabyte,thuong_hieu_HP,thuong_hieu_Hp,thuong_hieu_Khác,thuong_hieu_LENOVO,thuong_hieu_Lenovo,thuong_hieu_Lg,thuong_hieu_MACBOOK,thuong_hieu_MSI,thuong_hieu_Msi,thuong_hieu_Other,thuong_hieu_Surface,cpu_Core Ultra 5,cpu_Core Ultra 7,cpu_Core Ultra 9,cpu_Core i3,cpu_Core i5,cpu_Core i7,cpu_Core i9,cpu_Other,cpu_Ryzen 5,cpu_Ryzen 7,vga_Apple GPU,vga_INTEL ARC GRAPHICS,vga_INTEL GRAPHICS,vga_INTEL IRIS XE,vga_INTEL IRIS XE GRAPHICS,vga_INTEL UHD GRAPHICS,vga_NVIDIA Card Rời,vga_Onboard,vga_Other,vga_RTX 3050 6GB
Lenovo ThinkPad E14 Gen 7 21SX002PVA Ultra 5 225H | 16GB RAM | 1TB SSD | Intel Arc 130T GPU | 14 inch WUXGA IPS | NoOS | Đen,0.0,2.0,0.3247624371157071,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Dell Pro 14 PC14250 Ultra 5 235U vPro | 16GB RAM | 256GB SSD | 14 inch FHD + IR Cam + | Windows 11 Pro,0.0,-1.0,0.3247624371157071,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Lenovo LOQ 15ARP9 83JC00LVVN Ryzen 5 7235HS | 16GB RAM | 512GB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | Windows 11,0.0,0.0,0.3191727221911682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MSI Katana 15 B13VFK-252VN i7 13620H | 8GB RAM | 512GB SSD | RTX 4050 6GB | 15.6 inch FHD 144Hz | RGB Keyboard | Windows 11 | Black,-1.0,0.0,0.3135830072666294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Acer Nitro V 15 ANV15-41-R732 Ryzen 5 6600H | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 6GB | 15.6 FHD 165Hz IPS | Windows 11,0.0,0.0,0.3135830072666294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PC Dell Vostro 3020 STI7V3020W1 i7-13700 | 16GB RAM | 512GB SSD | Intel UHD Graphics 770 | | Windows 11+Office | Keyboard + Mouse | Black,0.0,0.0,0.313527110117384,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GIGABYTE G5 MF5-H2VN353KH i7-13620H | 16GB RAM | 512GB SSD | RTX 4050 6GB | 15.6 inch FHD 144Hz | Win 11 | Black,0.0,0.0,0.3079932923420905,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Dell Latitude 3450 71058805 i7-1355U | 16GB RAM | 512GB SSD | 14 inch FHD | Intel Iris Xe Graphics | Ubuntu | Black,0.0,0.0,0.3079932923420905,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
LENOVO Yoga 7 2in1 16ILL10 Ultra 7-256V | 16GB RAM (OB) | 1TB SSD | Intel Arc Graphics 140V | 16 inch FHD | | Luna Grey | Openbox,0.0,2.0,0.3079932923420905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
MSI Katana 15 B13UDXK-2269VN i7-13620H | 8GB RAM | 1TB SSD | RTX3050/6GB | 15.6 FHD IPS 144Hz | Windows 11 | Đen | KB 4-Zone RGB,-1.0,2.0,0.3079932923420905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Acer Aspire 7 A715-59G-78WG i7-13620H | 16GB RAM | 512GB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | Windows 11 | Titanium Black,0.0,0.0,0.3024035774175517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dell DC15250 i7U161W11SLU-5 i7-1355U | 16GB RAM | 1TB SSD | Intel UHD Graphics | 15.6 inch FHD 120Hz | Windows 11 Home + Office 2024 | Platinum Silver,0.0,2.0,0.2968138624930128,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HP 14-ep1005TU 9Z2W0PA I7-150U | 16GB RAM | 1TB SSD | Intel Graphics | 14 inch FHD | Windows 11 | Silver,0.0,2.0,0.2968138624930128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Acer Swift Go AI OLED SFG14-73-57FZ Core Ultra 5 125H | 16GB RAM | 512GB SSD | FingerPrint | Arc Graphics | 14 inch 2.8K | Windows 11 | Bạc,0.0,0.0,0.291224147568474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Lenovo LOQ 15ARP9 83JC00M3VN Ryzen 5 7235HS | 16GB | 1TB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | Win11,0.0,2.0,0.291224147568474,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Dell Inspiron 5440 N4I5211W1 i5-120U | 16GB RAM | 512GB SSD | Intel UHD Graphics | 14 inch FHD+ | Windows 11 + Office | Finger Print | Platinium Silver,0.0,0.0,0.2911682504192286,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dell Inspiron 16 5640 71053723 Core 5-120U | 16GB RAM | 1TB SSD | Intel Iris Xe Graphics | 16.0 inch FHD+ | Win 11 Home | Office Home 2024 | Blue,0.0,2.0,0.2800447177193963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ASUS ExpertBook P5 P5405CSA-NZ0016W Ultra 5-226V | 16GB RAM | 512GB | Intel Arc Graphics | 14.0 inch WQXGA | Windows 11 Home | Grey,0.0,0.0,0.2744550027948574,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
HP Probook 460 G11 A74BXPT Ultra 5-125H | 16GB RAM | 512GB SSD | Intel Arc | 16 inch WUXGA | Windows 11 | Silver,0.0,0.0,0.2744550027948574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Dell Latitude 7350 Detachable Ultra 5-134U | 16GB RAM | 256GB SSD | Intel Graphics | 13 inch QHD+ | | Win 11 | Platinum Gray | Outlet,0.0,-1.0,0.2744550027948574,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Dell Latitude 7350 Ultra 7-165U | RAM 16GB | SSD 512GB | Intel Arc Graphics | 13 inch QHD+ | | Windows 11 | Silver,0.0,0.0,0.2744550027948574,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Dell Inspiron 5640 N6I5419W1 i5-1334U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 16 inch FHD+ | Windows 11 + Office | Ice Blue,0.0,0.0,0.2744550027948574,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HP ProBook 440 G11 A74B5PT Ultra 5 125U | 16GB RAM | 512GB SSD | Intel Graphics | 14.0 inch WUXGA | Windows 11 | Silver,0.0,0.0,0.2688652878703186,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Lenovo ThinkPad E14 Gen 7 21SX002NVA Ultra 5 225H | 16GB RAM | 512GB SSD | Intel Arc 130T GPU | 14 inch WUXGA IPS | NoOS | Đen,0.0,0.0,0.2688652878703186,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Dell Inspiron 5640 71035923 Core 5-120U | 16GB RAM | 1TB SSD | Intel Graphics | 16 inch FHD+ | Windows 11 + Office | Ice Blue,0.0,2.0,0.2688652878703186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
HP Elitebook 630 G11 A7LL8PT Ultra 5-125U | 16GB RAM | 512GB SSD | Intel Graphics | 13.3 inch WUXGA | Windows 11 | Silver,0.0,0.0,0.2632755729457797,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ASUS Vivobook 16 K3607VJ-RP106W Core 7-240H | 16GB RAM | 512GB SSD | RTX 3050 6GB | 16 inch WUXGA | Windows 11 | Đen,0.0,0.0,0.2632755729457797,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Dell Latitude 7340 i7 1365U | 16GB RAM | 512G SSD | Intel Iris Xe Graphics | 13.3 inch Full HD | Windows 11 | Black + Outlet,0.0,0.0,0.2213527110117384,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LENOVO Xiaoxin Pro 14c 2025 AHP10R-00CD Ryzen 7 H 255 | 24GB RAM | 1TB SSD | AMD Radeon Graphic 780M |14 inch 2.8K OLED | Grey,1.0,2.0,0.3303521520402459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Dell Inspiron 5440 71034769 Core 5-120U | 16GB RAM | 1TB SSD | Intel Graphics | 14 inch FHD+ | Finger | Windows 11 + Office | Ice Blue,0.0,2.0,0.2520961430967021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Lenovo Yoga 7 2in1 16AHP9 AMD RYZEN 7 8840HS | RAM 16GB (OB)| SSD 1TB | 16 inch FHD | Window 11 | Luna Grey,0.0,2.0,0.2520961430967021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
HP 15-fd1037TU 9Z2W5PA Core 7-150U | 16GB RAM | 1TB SSD | Intel Graphics | 15.6 inch FHD | Windows 11 | Silver,0.0,2.0,0.2241475684740078,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Acer Aspire 7 A715-59G-55MD i5-13420H | 16GB RAM | 512GB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | Windows 11 | Titanium Black,0.0,0.0,0.2241475684740078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dell Latitude 7440 i7-1365U | 32GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch QHD+ | Windows 11 | Grey | Outlet,2.0,0.0,0.2213527110117384,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HP Pavilion X360 14-ek1048TU 80R26PA i5-1335U | 8GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD + Pen | Finger | Windows 11 | Pale Rose G,-1.0,0.0,0.2185019564002236,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MSI Katana GF66 12UC-699VN i5-12450H | 8GB RAM | 512GB SSD | RTX 3050 4GB | 15.6 inch FHD 144Hz | Windows 11 | Black,-1.0,0.0,0.2179988820570151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lenovo ThinkPad E14 Gen 7 21SX002QVA Ultra 5 225U | 16GB RAM | 512GB SSD | 14 inch WUXGA | Intel Graphics | NoOS | Black,0.0,0.0,0.2129681386249301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
OUTLET] Dell Precision 3571 i7-12800H | 16GB RAM | 512GB SSD | Quadro RTX A1000 | 15.6 inch FHD | Grey,0.0,0.0,0.2129681386249301,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Acer Nitro Lite 16 NL16-71G-56WQ i5-13420H | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 3050 6GB | 16 FHD+ 165Hz IPS | Windows 11 Home,0.0,0.0,0.2129681386249301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lenovo LOQ 15IAX9E 83LK0079VN i5-12450HX | 16GB RAM | 512GB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | Win 11 Home | Grey,0.0,0.0,0.2129122414756847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Dell Latitude 5450 Ultra 7-165U | 16GB RAM | 512GB SSD | Intel Arc Graphics | 14 inch FHD | Window 11 | Titan Grey,0.0,0.0,0.2073784237003912,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Dell Latitude 5550 Ultra 7-155U | RAM 16GB | SSD 512GB | 15.6 inch FHD | Intel Graphics | Window 11,0.0,0.0,0.2073784237003912,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
MSI Modern 15 H AI C2HMG 220VN Core Ultra 7-255H | 16GB RAM | 512GB SSD | Intel Arc Graphics | 15.6 inch FHD | Led Keyboard | Windows 11 | Classic Black,0.0,0.0,0.2073784237003912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Dell Pro 14 PC14250 01MTXTPC14250.235U.07 Ultra 5-235U vPro | 8GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 Home | Platinum Silver,-1.0,0.0,0.2743991056456121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Dell Inspiron 15 3530 N3530-i7U161W11SLU-BL i7-1355U | 16GB RAM | 1TB SSD | 15.6 inch FHD 120Hz | Windows 11 Home | Office Home 2024 | LED KB | Silver,0.0,2.0,0.1961989938513136,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Dell Inspiron 5640 Core 7 150U | 32GB RAM | 1TB SSD | 16 inch FHD+ | Intel Graphics | Windows 11 | Silver,2.0,2.0,0.1961989938513136,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ASUS Vivobook S3407C S3407CA-LY095WS Ultra 5-225H | 16GB RAM | 512GB SSD | Intel ARC Graphics | 14 inch WUXGA | Windows 11 + Office | Matte Gray,0.0,0.0,0.1906092789267747,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
HP 15-fd1039TU 9Z2W7PA Core 7-150U | 16GB RAM | 512GB SSD | Intel Graphics | 15.6 inch FHD | Windows 11 | Silver,0.0,0.0,0.1906092789267747,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
HP 15-fd1058TU 9Z2X6PA Ultra 7-155H | 16GB RAM | 1TB SSD | Intel Arc Graphics | 15.6 inch FHD | Win 11 Home | Silver,0.0,2.0,0.179429849077697,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Dell Pro 14 Essential PV14250 71084489 Core 5 120U | 16GB RAM | 1TB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 | Platinium Silver,0.0,2.0,0.1793739519284516,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Dell DC15250 CPH997 i7-1355U | 16GB RAM | 1TB SSD | Intel UHD Graphics | 15.6 inch FHD 120Hz | Windows 11 Home + Office 2024 | Bạc,0.0,2.0,0.1737842370039128,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HP 15-fr0032TU BZ7T9PA i7-13620H | 16GB RAM | 512GB SSD | Intel Graphics | 15.6 inch FHD | Win 11 Home | Silver,0.0,0.0,0.1676914477361654,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dell Inspiron 3530 i7-1355U | 8GB RAM | 512GB SSD | Intel Iris Xe Graphics | 15.6 inch FHD | Windows 11 + Office | Black,-1.0,0.0,0.1676914477361654,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dell 16 LDC16250-7278BLK-PUS Core 7-150U | 16GB RAM | 1TB SSD | Intel Graphics | 16 inch FHD+ | Windows 11 | Carbon Black,0.0,2.0,0.1654555617663499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Dell Latitude 7440 i7-1365U | 32GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD+ | Windows 11 | Grey,2.0,0.0,0.1654555617663499,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HP Elitebook 840 G11 Ultra 5-135U | 16GB RAM | 512GB SSD | Intel Arc Graphics | 14 inch FHD | Window 11 | Sliver,0.0,0.0,0.1654555617663499,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
HP Elitebook 640 G11 Ultra 7-155U | 16GB RAM | 256GB GB | 14 inch WUXGA | Window 11 | Silver,0.0,0.0,0.1626607043040805,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
MSI Katana 15 B13UDXK 2270VN i5-13500H | 8GB RAM | 1TB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | RGB Keyboard | Windows 11 | Black,-1.0,2.0,0.1626607043040805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MSI Thin 15 B13VE-2824VN i5-13420H | 16GB RAM | 512GB SSD | RTX 4050 6GB | 15.6 inch FHD | Windows 11 Home | Grey,0.0,0.0,0.1626607043040805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
HP Victus 16-s1149AX AZ0D4PA R5 8645HS | 16GB RAM | 512GB SSD | RTX 3050 6GB | 16.1 inch FHD | Windows 11 Home | Black,0.0,0.0,0.1626607043040805,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Lenovo Thinkbook 14 G7+ AHP R7 H 255 | 24GB RAM | 512GB SSD | AMD Radeon 860M | 14 inch WQXGA | Windows 11 | Grey,1.0,0.0,0.1626607043040805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Dell 14 DC14255 DC4AI5278W1 Ryzen AI 5 330 | 16GB RAM | 512GB SSD | AMD Radeon Graphics | 14 inch FHD+ | Windows 11 + Office Home 2024 | Platinum Silver,0.0,0.0,0.1570150922302962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
HP Envy x360 2in1 14-es1023dx Core 7-150U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD | | Win 11 Home | Silver,0.0,0.0,0.1570709893795416,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Dell Latitude 7450 Ultra 5-135H | Ram 16GB | 512GB SSD | Intel Arc Graphics | 14 inch FHD+ | Window 11 | Titan Grey,0.0,0.0,0.1570709893795416,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Dell Pro 16 PC16250 42DLT-PC16I501 Core 5 120U | 8GB RAM | 512GB SSD | Intel Graphics | 16 inch FHD+ | Windows 11 Home | Đen,-1.0,0.0,0.1570150922302962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
HP 15-fd1060TU 9Z2X8PA Ultra 7-155H | 16GB RAM | 512GB SSD | Intel Arc Graphics | 15.6 inch FHD | Win 11 Home | Silver,0.0,0.0,0.1514812744550027,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Dell Inspiron 16 Plus 7640 Ultra 7-155H | 32GB RAM | 1TB SSD | Intel Arc Graphics | 16 inch FHD+ | | Windows 11 | Ice Blue | OPENBOX,2.0,2.0,0.1514812744550027,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
MSI Modern 15 H C2RMG-287VN Core 7- 240H | 16GB RAM | 1TB SSD | Intel Graphics | 15.6 inch FHD 60Hz | Led Keyboard | Windows 11 | Classic Black,0.0,2.0,0.1514812744550027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
HP 14-ep0110TU 8C5K9PA i7-1355U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD | Windows 11 | Silver,0.0,0.0,0.1509223029625489,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dell Inspiron 3530 N5I7240W1 i7-1355U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 15.6 inch FHD | Win 11 Home | Office Home and Student 2021 | Black,0.0,0.0,0.1458915595304639,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Acer Aspire 7 A715-59G-57TU i5-12450H | 16GB RAM | 512GB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | Windows 11 | Titanium Black,0.0,0.0,0.1458915595304639,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dell Pro 14 Essential PV14250 PV14250-120U-16512W Core 5 120U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 | Platinium Silver,0.0,0.0,0.1430967020681945,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Lenovo ThinkPad E14 Gen 7 21T9001YVA Core 5-210H | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch WUXGA IPS + IR Camera + Finger | NoOs | Black,0.0,0.0,0.1403018446059251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
