ten_san_pham,thuong_hieu,cpu,ram_gb,o_cung_gb,vga,gia_ban
Dell Pro 14 Plus PB14250 : Ultra 7 268V | RAM 32GB | SSD 512GB | Intel Arc 140V | 14 Full HD | Windows 11  | Platinum silver,DELL,ULTRA 7 268V,32,SSD 512GB,INTEL ARC GRAPHICS,31000000
Dell Latitude 7450 :  Ultra 5-135U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | 3 Cell | Ubuntu Linux 22.04 | Xám,DELL,ULTRA 5-135U,16,512GB SSD,INTEL GRAPHICS,31100000
Dell Pro 14 PC14250 PC14250-255U-32512WH : Ultra 7 255U | 32GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 | Platinum Silver,DELL,DELL PRO 14 PC14250 PC14250-255U-32512WH : ULTRA 7 255U,32,512GB SSD,INTEL GRAPHICS,31499000
Dell Pro 14 PC14250 01MTXTPC14250.265U.03 : Ultra 7-265U vPro | 32GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Fingerprint | Ubuntu | Platinum Silver,DELL,DELL PRO 14 PC14250 01MTXTPC14250.265U.03 : ULTRA 7-265U VPRO,32,512GB SSD,INTEL GRAPHICS,33699000
HP Envy x360 14-fc0086TU A19BWPA : Ultra 7-155U | 32GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14.0 inch OLED Touch 120Hz | Win11 Home | Silver | Pen,HP,INTEL CORE ULTRA 7-155U,32,512GB SSD,INTEL IRIS XE GRAPHICS,31900000
MSI Prestige 13 AI Evo A1MG-062VN : Ultra 7-155H | 32GB RAM | 1TB SSD | Intel Arc Graphics | 13.3 inch QHD OLED | IR Camera | Windows 11 | Stellar Gray,MSI,ULTRA 7-155H,32,1TB SSD,INTEL ARC GRAPHICS,32000000
HP EliteBook 840 G11 A7QZ8PT : Ultra 5-125U | 16GB RAM | 512GB SSD | Intel® Graphics | 14 inch WUXGA Touch | Windows 11 Home,HP,ULTRA 5-125U,16,512GB SSD,INTEL® GRAPHICS,32000000
Dell Pro 14 PC14250 42LTU7PC14250 : Ultra 7-255U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 Pro | Platinum Silver,DELL,DELL PRO 14 PC14250 42LTU7PC14250 : ULTRA 7-255U,16,512GB SSD,INTEL GRAPHICS,32099000
Dell 16 Plus DB16250 X65NW7 : Ultra 7-256V | 16GB RAM | 1TB SSD | 16 inch QHD+ | Intel Arc Graphics | Windows 11 + Office Home 2024 | Ice Blue,DELL,DELL 16 PLUS DB16250 X65NW7 : ULTRA 7-256V,16,1TB SSD,INTEL ARC GRAPHICS,32099000
Lenovo LOQ 15IRX10 83JE00PEVN : i7-13650HX | 16GB RAM | 512GB SSD | RTX 5050 8GB | 15.6 inch FHD 144Hz | Windows 11 | Luna Grey,LENOVO,N/A,16,512GB SSD,RTX 5050 8GB,32100000
Dell Gaming G15 5530 71053700 : i7-13650HX | 16GB RAM | 512GB SSD | 15.6 inch FHD | RTX 3050 6GB | Windows 11 Home | Office Home 24 | Grey,DELL,INTEL CORE I7-13650HX,16,512GB SSD,RTX 3050 6GB,32500000
ACER Predator Triton Neo 16 PTN16-51 : Ultra 7-155H | 16GB RAM | 1TB SSD | RTX 4060 8GB | 16 inch 2.5K 240Hz | Windows 11 | Silver,ACER,ULTRA 7-155H,16,1TB SSD,RTX 4060 8GB,32500000
Asus ZenBook 14 UX3405CA-PZ188WS : Ultra 7-255H | 32GB RAM | 1TB SSD | Intel Arc 140T | 14 inch 3K OLED 120Hz | Touch | Windows 11 | Xanh,ASUS,ASUS ZENBOOK 14 UX3405CA-PZ188WS : ULTRA 7-255H,32,1TB SSD,N/A,32600000
Dell Pro 14 Plus PC14250 42DLT-PB14U501 : Ultra 5-235U | 32GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 Home | Platinum Silver,DELL,DELL PRO 14 PLUS PC14250 42DLT-PB14U501 : ULTRA 5-235U,32,512GB SSD,INTEL GRAPHICS,32699000
Dell Pro 14 Plus PC14250 42DLT-PB14U502 : Ultra 5-235U | 32GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 Home | Platinum Silver,DELL,DELL PRO 14 PLUS PC14250 42DLT-PB14U502 : ULTRA 5-235U,32,512GB SSD,INTEL GRAPHICS,32899000
Asus Zenbook 14 UX3405CA-PZ204WS : Ultra 9-285H | 32GB RAM | 1TB SSD | Intel Arc Graphics | 14 inch 3K OLED Touch 120Hz | Win 11 + Office | Pen | Blue,ASUS,INTEL CORE ULTRA 9-285H,32,1TB SSD,INTEL ARC GRAPHICS,32900000
MSI Prestige 14 AI Studio C1VEG-056VN : U7-155H | 32GB RAM | 1TB SSD | RTX4050/6GB | 14.0 2.8K | Windows 11 | Stellar Gray,MSI,N/A,32,1TB SSD,RTX4050/6GB,33500000
Dell Gaming G15 5530 71045030 : i7-13650HX | 16GB RAM | 512GB SSD | RTX 3050 6GB | 15.6 inch FHD | Windows 11 + Office | Dark Shadow Grey,DELL,N/A,16,512GB SSD,RTX 3050 6GB,33600000
[New 100%] Dell XPS 13 9350 : Ultra 7-256V | RAM 16G | SSD 512G | Intel Arc Graphics | 13.4 inch FHD+ | Win 11 | Graphite,DELL,ULTRA 7‑256V,N/A,SSD 512G,INTEL ARC GRAPHICS,33790000
Dell Latitude 7350 L7350-135U-16512U : Ultra 5-135U | 16GB RAM | 512GB SSD | Intel Graphics | 13.3 inch FHD+ | Ubuntu | Grey,DELL,INTEL CORE ULTRA 5-135U,16,512GB SSD,INTEL GRAPHICS,33800000
Dell Pro 14 Plus PB14250 42LTU5PB14250 : Ultra 5 235U | 32GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 | Platinum silver,DELL,DELL PRO 14 PLUS PB14250 42LTU5PB14250 : ULTRA 5 235U,32,512GB SSD,INTEL GRAPHICS,33799000
Lenovo Legion 5 Y7000 IRX10 : i7-14650HX | 16GB RAM | 512GB SSD | RTX 5060 8GB | 15.3 inch 2.5K 180Hz | Windows 11 | Black,LENOVO,N/A,16,512GB SSD,RTX 5060 8GB,33900000
Acer Nitro V 16 ANV16S-61-R0B8 : Ryzen AI 5 340 | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 5050 8GB | 16″ 2K+ 180Hz IPS | Windows 11,ACER,AMD RYZEN™ AI 5 340,16,512GB SSD,RTX 5080,33900000
MSI Katana A15 AI B8VG-465VN : R7 8845HS | 16GB RAM | 1GB SSD | RTX 4070 8GB | 15.6 FHD 144Hz | RGB Keyboard | Windows 11 | Black,MSI,AMD RYZEN 7 8845HS,16,1GB SSD,RTX 4070,34900000
MSI Prestige 14 AI + Evo C2VMG 020VN : Core Ultra 7-258V | 32GB RAM | 1TB SSD | Intel® Arc Graphics | 14 inch 2.8K OLED 120Hz | Led Keyboard | Windows 11 | Stellar Gray,MSI,CORE ULTRA 7-258V,32,1TB SSD,INTEL® ARC GRAPHICS,35000000
Acer Swift 14 AI OLED SF14-51-75VP : Core Ultra 7 258V | 32GB RAM | 1TB SSD | Arc Graphics 140V | 14 inch 3K | Windows 11 | Xanh,ACER,CORE ULTRA 7 258V,32,1TB SSD,ARC GRAPHICS 140V,35000000
Dell Latitude 7450 : Ultra 7-165U vPro | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Ubuntu | Bạc,DELL,DELL LATITUDE 7450 : ULTRA 7-165U VPRO,16,512GB SSD,INTEL GRAPHICS,37399000
Dell Pro 13 Plus PB13250 42LTU7PB13250 : Ultra 7-265U | 16GB RAM | 512GB SSD | Intel Graphics | 13.3 inch FHD+ | Windows 11 Home | Platinum Silver,DELL,DELL PRO 13 PLUS PB13250 42LTU7PB13250 : ULTRA 7-265U,16,512GB SSD,INTEL GRAPHICS,35499000
Acer Nitro V 16 ANV16S-41-R337 : Ryzen 7 260 | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 5050 8GB GDDR7 | 16″ 2K+ 180Hz IPS | Windows 11,ACER,AMD RYZEN™ 7 260,16,1TB SSD,RTX 5050,35600000
HP EliteBook 840 G11 A7RA4PT : Ultra 7-155U | 16GB RAM | 512GB SSD | Intel® Graphics | 14 inch WUXGA Touch | Windows 11 Home,HP,ULTRA 7-155U,16,512GB SSD,INTEL® GRAPHICS,36000000
Lenovo Legion 5 15AHP10 OLED 83M0002XVN : R7 260 | 24GB RAM | 512GB SSD | RTX 5050 8GB | 15.1 inch WQXGA OLED | Windows 11 | Office Home 2024 | Đen,LENOVO,N/A,24,512GB SSD,RTX 5050 8GB,36500000
Dell Gaming G15 5530 i7HX161W11GR4060 : i7-13650HX | 16GB RAM | 1TB SSD | RTX 4060 8GB | 15.6 inch FHD 165Hz | Win 11 Home | Office Home and Student 2021 | Black,DELL,INTEL CORE I7-13650HX,16,1TB SSD,RTX 4060,36800000
Lenovo Legion 5 R7000P (2025) : R9-8945HX | 16GB RAM | 1TB SSD | 16.0 inch  2.5K 240Hz | RTX 5070 8GB | Windows 11 | Black,LENOVO,N/A,16,1TB SSD,RTX5070 8GB,36800000
Acer Gaming Nitro V 16S AI ProPanel ANV16S-61-R7KQ : Ryzen 5 AI 340 | 16GB RAM | 512GSSD | RTX 5060 8GB | 16 inch FHD+ 180Hz | Windows 11 | 4 Zone RGB | Black,ACER,RYZEN 5 AI 340,16,512GSSD,RTX 5060 8GB,36800000
MSI Prestige A16 AI+ A3HMG-045VN : AMD Ryzen™ AI 9 365 | 32GB RAM | 1TB SSD | 16 inch UHD |  UMA | Windows 11,MSI,AMD RYZEN™ AI 9 365,32,1TB SSD,N/A,37000000
Dell Gaming G15 5530 71059085 : i7-13650HX | 16GB RAM | 1TB SSD | RTX 4060 8GB | 15.6 inch FHD | Win 11 Home | Offfice 365 | Grey,DELL,INTEL CORE I7-13650HX,16,1TB SSD,RTX 4060 8GB,37200000
Dell Gaming G15 5530 i7H161W11GR4060 : i7-13650HX | 16GB RAM | 1TB SSD | RTX 4060 8GB | 15.6 inch FHD 165Hz | Windows 11 + Office | Dark Shadow Grey,DELL,N/A,16,1TB SSD,RTX 4060 8GB,37500000
Dell Latitude 5450 L5450U7165H323Y : Ultra 7-165H vPro | 32GB RAM | 1TB SSD | Intel Graphics | 14 inch FHD | Windows 11 Pro | Xám,DELL,DELL LATITUDE 5450 L5450U7165H323Y : ULTRA 7-165H VPRO,32,1TB SSD,INTEL GRAPHICS,39999000
Lenovo Legion 5 15IRX10 83LY00HQVN : i7-13650HX | 16GB RAM | 512GB SSD | RTX 5060 8GB | 15.3 inch WUXGA 165Hz | Windows 11 | Office Home 2024 | Đen,LENOVO,N/A,16,512GB SSD,RTX 5060 8GB,38000000
Acer Gaming Nitro V 16S AI ProPanel ANV16S-71-75LR : Core 7-240H | 32G RAM | 512GB SSD | RTX 5060 8GB | 16 inch 2K+ 180Hz | Windows 11 | Black,ACER,CORE 7-240H,N/A,512GB SSD,RTX 5060 8GB,38000000
Dell Alienware 16 Aurora AC16250-C7H161W11II5050 : Core 7-240H | 16GB RAM | 1TB SSD | 16 inch WQXGA 120Hz | RTX 5050 8GB | Windows 11 | Blue,DELL,CORE 7-240H,16,1TB SSD,RTX 5050 8GB,39000000
MSI Crosshair 16 HX D14VFKG-860VN : i9-14900HX | 16GB RAM | 1TB SSD | RTX4060/8GB | 16.0 QHD+ | Windows 11 | Cosmos Gray,MSI,N/A,16,1TB SSD,RTX4060/8GB,39000000
MSI Prestige 13 AI + Evo A2VMG 062VN : Core Ultra 9-288V | 32GB RAM | 1TB  SSD | Intel® Arc Graphics | 13.3 inch 2.8K OLED | Led Keyboard | Windows 11 | Stellar Gray,MSI,CORE ULTRA 9-288V,32,1TB  SSD,INTEL® ARC GRAPHICS,39200000
Lenovo Legion 5 15AHP10 OLED 83M00030VN : R7 260 | 24GB RAM | 1TB SSD | RTX 5060 8GB | 15.1 inch WQXGA OLED 165Hz | Windows 11 | Office Home 2024 | Đen,LENOVO,N/A,24,1TB SSD,RTX 5060 8GB,40000000
Dell Gaming G15 5530 i9HX161W11GR4060 : i9-13900HX | 16GB RAM | 1TB SSD | RTX 4060 8GB | 15.6 inch FHD 165Hz | Win 11 Home | Office Home and Student 2021 | Black,DELL,INTEL CORE I9-13900HX,16,1TB SSD,RTX 4060,40500000
MSI Crosshair 16 HX AI D2XWFKG-070VN : Ultra 9-275HX | 16GB RAM | 1TB SSD | RTX 5060 GDDR7 8GB | 16 inch QHD+ 240Hz | Cosmos Gray | Windows 11,MSI,ULTRA 9 275HX,16,1TB SSD,RTX 5060 8GB,40800000
Dell Gaming G15 5530 i9H161W11GR4060 : i9-13900HX | 16GB RAM | 1TB SSD | RTX 4060 8GB | 15.6 inch FHD 165Hz | Windows 11 + Office | Dark Shadow Grey,DELL,N/A,16,1TB SSD,RTX 4060 8GB,40800000
Lenovo Legion Pro 5 R9000P (AI) (2025) : R9-8945HX | 32GB RAM | 1TB SSD | 16.0 inch 2.5K 240Hz | RTX 5070 8GB | Windows 11 |Black.,LENOVO,N/A,32,1TB SSD,RTX 5070 8GB,40900000
HP EliteBook 840 G11 A7RB6PT : Ultra 7-155H | 16GB RAM | 512GB SSD | Arc™ Graphics | 14 inch WUXGA Touch | Windows 11 Pro | Bạc,HP,ULTRA 7-155H,16,512GB SSD,INTEL® ARC™ GRAPHICS,41000000
PC Server Dell PowerEdge T150 42SVRDT150-904 : Xeon E-2334 | 8GB RAM | 2TB HDD | No PERC | Freedos,DELL,N/A,8,2TB HDD,N/A,41090000
HP Victus 16-r0358TX AY8X4PA : i7-13700HX | 32GB RAM | 512GB SSD | RTX 4070 8GB | 16.1 inch FHD | Win 11 Home | Black,HP,INTEL CORE I7-13700HX,32,512GB SSD,RTX 4070 8GB,41700000
Dell Alienware 16 Aurora 71072937 : Core 7-240H | 16GB RAM | 1TB SSD | 16 inch WQXGA 120Hz | RTX 5060 8GB | Windows 11 | Blue,DELL,CORE 7-240H,16,1TB SSD,RTX 5060 8GB,42000000
Lenovo Thinkpad X1 carbon Gen 12: Ultra 7-165U | 32GB RAM | 1TB SSD |  Intel Arc Graphics | 14 inch WUXGA  EPF | IR CAM UHD RGB + LTE | Windows 11 Pro | Black,LENOVO,INTEL CORE ULTRA 7-165U,32,1TB SSD,INTEL ARC GRAPHICS,42800000
Lenovo Legion Pro 5 Y7000P IRX10 2025 : i9-14900HX | 16GB RAM | 1TB SSD | RTX 5070 8GB | 16 inch 2.5K 240Hz | Windowns 11 | Black,LENOVO,INTEL CORE I9-14900HX,16,1TB SSD,RTX 5070 8GB,42800000
Acer Gaming Nitro V 16S AI ProPanel ANV16S-61-R9ZV : Ryzen 7 AI 350 | 32GB RAM | 1TB SSD | RTX 5060 8GB | 16 inch 2K+ 180Hz | Windows 11 | Black,ACER,RYZEN 7 AI 350,32,1TB SSD,RTX 5060 8GB,43000000
MSI Stealth 14 AI Studio A1VFG-085VN: Core Ultra 7 155H | 32GB RAM | 1TB SSD | RTX 4060 8GB | 14 inch 2.8K | Windows 11 | Xanh,MSI,CORE ULTRA 7 155H,32,1TB SSD,RTX 4060 8GB,43500000
Dell 16 Plus DB16250 X65NW9 : Ultra 9-288V | 32GB RAM | 2TB SSD | 16 inch QHD+ | Intel Arc Graphics | Windows 11 + Office Home 2024 | Ice Blue,DELL,DELL 16 PLUS DB16250 X65NW9 : ULTRA 9-288V,32,2TB SSD,INTEL ARC GRAPHICS,44499000
HP EliteBook X360 830 G11 A7RA8PT : Ultra 7-155U | 16GB RAM | 512GB SSD | Intel® Graphics | 13.3 inch WUXGA Touch | Pen | Windows 11 Pro,HP,ULTRA 7-155U,16,512GB SSD,INTEL® GRAPHICS,44500000
Dell Alienware 16 Aurora AC16250-C7H321W11II5060 : Core 7-240H | 32GB RAM | 1TB SSD | 16 inch WQXGA 120Hz | RTX 5060 8GB | Windows 11 | Blue,DELL,CORE 7-240H,32,1TB SSD,RTX 5060 8GB,45500000
HP EliteBook 840 G11 A7RA7PT : Ultra 7-165H | 16GB RAM | 512GB SSD | Arc™ Graphics | 14 inch WUXGA Touch | Windows 11 Pro,HP,ULTRA 7-165H,16,512GB SSD,INTEL® ARC™ GRAPHICS,46000000
Lenovo ThinkPad P14s Gen 5 21G2003NVA : Ultra 7-155H | 32GB RAM | 512GB SSD | RTX 500 Ada | 14.5 inch 3K| NoOS | Black,LENOVO,INTEL CORE ULTRA 7-155H,32,512GB SSD,RTX 500 ADA 4GB,46900000
ACER Gaming Nitro 16S AI ProPanel AN16S-61-R193 : Ryzen 9 AI 365 | 16GB RAM | 512GB SSD | RTX 5070 8GB | 16 inch 2K 180Hz | Windows 11 | Black,ACER,RYZEN 9 AI 365,16,512GB SSD,RTX 5070 8GB,47600000
MSI Vector 16 HX AI A2XWHG 010VN : Core Ultra U7-255HX | 16GB RAM |  512GB SSD | RTX 5070 Ti 12GB | 16 inch QHD+ 240Hz | RGB Keyboard | Windows 11 | Cosmos Gray,MSI,CORE™ ULTRA 7 255HX,16,512GB SSD,RTX™ 5070 TI,47800000
MSI PrestigePro 16 AI B2HVEG 251VN : Core Ultra 7-255H | 32GB RAM | 1TB SSD | RTX 4050 6GB | 16 inch UHD+ OLED | Led Keyboard | Windows 11 | Stellar Gray,MSI,CORE™ ULTRA 7-255H,32,1TB SSD,RTX 4050 6GB,47900000
Lenovo ThinkPad P14s Gen 5 T 21G2003PVA : Ultra 7 155H | 32GB RAM | 1TB SSD | RTX500 4GB | 14.5 inch 3K | No OS | Đen,LENOVO,ULTRA 7 155H,32,1TB SSD,RTX 500 4GB,48500000
Lenovo ThinkPad X1 Carbon Gen 12 NT 21KC008MVN : Ultra 7-155H | 16GB RAM | 512GB SSD | Intel ARC Graphics | 14 inch WUXGA | Finger | IR Camera | Windows 11 Pro | Black,LENOVO,ULTRA 7 155H,16,512GB SSD,INTEL ARC GRAPHICS,48900000
Dell XPS 13 9340 71034922 : Ultra 5-125H | 16GB RAM | 1TB SSD | Intel Arc Graphics | 13.4 inch FHD+ | Windows + Office | Platinum Silver,DELL,ULTRA 5-125H,16,1TB SSD,INTEL ARC GRAPHICS,49800000
HP Spectre X360 14-EU0051TU A2NL3PA : Ultra 7-155H | 16GB RAM | 1TB SSD | Intel Graphics | 14 inch 2.8K OLED Touch | Pen | Windows 11 Home | Slate Blue,HP,ULTRA 7-155H,16,1TB SSD,INTEL GRAPHICS,49900000
MSI Prestige 16 AI Studio B1VFG-082VN : Ultra 9-185H | 32GB RAM | 1TB SSD | RTX 4060 8GB | 16 inch UHD+ OLED | Single Backlit Keyboard | IR Camera | Windows 11 | Stellar Gray,MSI,ULTRA 9-185H,32,1TB SSD,RTX 4060 8GB,51500000
Dell Latitude 7450 : Ultra 7-165H vPro | 32GB RAM | 1TB SSD | Intel Graphics | 14 inch QHD+ | Touch | Ubuntu | Bạc,DELL,DELL LATITUDE 7450 : ULTRA 7-165H VPRO,32,1TB SSD,INTEL GRAPHICS,55199000
Lenovo Thinkpad X1 Carbon Gen 12 21KCS3J400 : Ultra7-165U | 32GB RAM | 512G SSD | Intel Arc Graphics | 14 inch WUXGAT | Fingerprint+IR | Led keyboard | NoOS | Black,LENOVO,ULTRA 7 165U,32,512G SSD,INTEL ARC GRAPHICS,52500000
LENOVO ThinkPad X1 Carbon Gen 12 NT 21KC008NVN : Ultra 7-155H | 32GD RAM | 1TB SSD | Intel ARC Graphics | 14 inch WUXGA | Windows 11 Pro | Black,LENOVO,ULTRA 7 155H,N/A,1TB SSD,INTEL ARC GRAPHICS,53000000
HP EliteBook X360 1040 G11 AM9G8PT : Ultra 7-155H | 16GB RAM | 1TB SSD | Intel Iris Xe Graphics | 14 inch WUXGA Touch | Win 11 Pro | Silver | Pen,HP,INTEL CORE ULTRA 7-155H,16,1TB SSD,INTEL IRIS XE GRAPHICS,53000000
Dell XPS 9340 HXRGT : Ultra 7-155H | 16GB RAM | 1TB SSD | Intel Arc Graphics | 13.4 inch QHD+ Touch 120Hz | Windows 11 + Office | Silver,DELL,ULTRA 7-155H,16,1TB SSD,INTEL ARC GRAPHICS,53200000
Dell XPS 9340	XPSU5934W1 : Ultra 5-125H | 16GB RAM | 2TB SSD | Intel Arc Graphics | 13.4 inch QHD+ Touch | Windows 11 + Office | Finger | Platinium,DELL,ULTRA 5 125H,16,2TB SSD,INTEL ARC GRAPHICS,53800000
Dell XPS 13 9345 XPSU7016W1 : Ultra 7 256V | 16GB RAM | 512GB SSD | Intel Arc Graphics | 13.4 inch QHD+ | Windows 11 Home | Office 365 | Black,DELL,INTEL CORE ULTRA 7 256V,16,512GB SSD,INTEL ARC GRAPHICS,55300000
Asus ZenBook Duo OLED UX8406CA-PZ109WS : Ultra 9-285H | 32GB RAM | 1TB SSD | Intel Arc 140T | 2x 14 inch 3K OLED | Touch | Windows 11 | Xám,ASUS,ASUS ZENBOOK DUO OLED UX8406CA-PZ109WS : ULTRA 9-285H,32,1TB SSD,INTEL ARC GRAPHICS,55500000
ACER Predator Helios Neo 16 AI PHN16-73-98S4 : Ultra 9-275HX | 32GB RAM | 1TB SSD | RTX 5060 8GB | 16 inch 2K+ 240Hz | Windows 11 | Black,ACER,ULTRA 9-275HX,32,1TB SSD,RTX 5060 8GB,56900000
Dell XPS 13 9350 XPSU7541W1 : Ultra 7-256V | 16GB RAM | 1TB SSD | Intel Arc 140V | 13.4 inch 2.5K | Touch | Windows 11 + Office Home 2024 | Đen,DELL,DELL XPS 13 9350 XPSU7541W1 : ULTRA 7-256V,16,1TB SSD,N/A,57699000
Dell XPS 13 9350 71058714 : Ultra 5-226V | 16GB RAM | 1TB SSD | Intel Arc 130V | 13.4 inch QHD+ | Touch | Windows 11 + Office Home 2024 | Đen,DELL,DELL XPS 13 9350 71058714 : ULTRA 5-226V,16,1TB SSD,N/A,57699000
LENOVO ThinkPad X1 Carbon Gen 12 NT 21KC008PVN : Ultra 7-155H | 32GB RAM | 1TB SSD | Intel ARC Graphics | 14 inch 2.8K OLED 120Hz | Finger | Windows 11 Pro | Black,LENOVO,ULTRA 7 155H,32,1TB SSD,INTEL IRIS XE,57800000
HP ZBook Power 16 G11 MobileWorkstation 9A660AV : Ultra 7-155H | 32GB RAM | 1TB SSD | RTX 2000 Ada 8GB | 16WQXGA | Windows 11 Pro | Grey,HP,HP ZBOOK POWER 16 G11 MOBILEWORKSTATION 9A660AV : ULTRA 7-155H,32,1TB SSD,RTX 2000 ADA 8GB,57900000
ASUS Zenbook Pro 14 Duo UX8402VU-P1028W : i9-13900H | 32GB RAM | 1TB SSD | RTX 4050 6GB | 14.5 inch WQHD+ OLED | Touch + Pen | Windows 11 | Black,ASUS,N/A,32,1TB SSD,RTX™ 4050 6GB,57999000
Dell Pro Max 16 MC16250 01MTXTMC16250.265H.03 : Ultra 7-265H vPro | 32GB RAM | 512GB SSD | RTX Pro 500 6GB | 16 inch FHD+ | Windows 11 Home | Đen,DELL,DELL PRO MAX 16 MC16250 01MTXTMC16250.265H.03 : ULTRA 7-265H VPRO,32,512GB SSD,RTX PRO 500 6GB,62799000
Dell XPS13 9350 PP9H1 : Ultra 7-258V | 32GB RAM | 1TB SSD | Arc Graphics | 13.4 inch QHD + | Touch | FingerPrint | Windows 11 | Xám,DELL,ULTRA 7-258V,32,1TB SSD,INTEL ARC GRAPHICS,67599000
Dell Alienware 16 Aurora AC16250-C9H321W11II5070 : Core 9-270H | 32GB RAM | 1TB SSD | 16 inch WQXGA 120Hz | RTX 5070 8GB | Windows 11 | Blue,DELL,CORE 9-270H,32,1TB SSD,RTX 5070 8GB,67900000
MSI Stealth 16 MercedesAMG A13VG-289VN : i9-13900H | 32GB RAM | 2TB SSD | RTX 4070 8GB | 16 inch OLED UHD+ | IR Camera | SteelSeries Per-Key RGB | Windows 11 | Selenite Gray,MSI,N/A,32,2TB SSD,RTX 4070 8GB,68900000
MSI Stealth 16 Mercedes AMG A1VGG-293VN : Core Ultra 9 185H | 32GB RAM | 2TB SSD | RTX 4070 8GB | 16 inch QHD+ | Windows 11 | Xám,MSI,CORE ULTRA 9 185H,32,2TB SSD,RTX 4070 8GB,69900000
Dell XPS 14 9440 71034921 : Ultra 7-155H | 64GB RAM | 1TB SSD | Intel Arc Graphics + RTX4050 6GB | 14.5 inch 3.2K Touch | Windows 11 + Office | Graphite,DELL,ULTRA 7-155H,64,1TB SSD,RTX 4050 6GB,74800000
MSI Stealth 16 AI Studio A1VHG-241VN : Ultra 9-185H | 64GB RAM | 1TB SSD | RTX 4080 12GB | 16 inch QHD+ 240Hz | IR Camera | Finger | RGB Keyboard | Windows 11 | Star Blue,MSI,ULTRA 9-185H,64,1TB SSD,RTX 4080 12GB,74900000
Dell Pro Max 16 Premium MA16250 : Ultra 9-285H | 64GB RAM | 1TB SSD | RTX PRO 2000 | 16 inch FHD+ | Windows 11 Pro,DELL,DELL PRO MAX 16 PREMIUM MA16250 : ULTRA 9-285H,64,1TB SSD,RTX PRO 2000,87500000
HP ZBook Studio 16 inch G11 Mobile Workstation 9Q567AV : ULTRA 9-185H | 32GB RAM | 1TB SSD | RTX 2000 ADA 8GB | 16 inch WQXGA | Windows 11 pro | Silver,HP,ULTRA 9‑185H,32,1TB SSD,RTX  2000 ADA – 8 GB,89000000
ASUS ROG Strix SCAR 16 G635LW-RW175W : Ultra 9 Processor 275HX | 64GB RAM | 4TB SSD | RTX 5080 16GB | 16 inch 2.5K 240Hz | Win 11 | Mouse | Black,ASUS,INTEL CORE ULTRA 9 PROCESSOR 275HX,64,4TB SSD,RTX 5080 16GB GDDR7,104000000
MSI Raider 18 HX AI A2XWIG 033VN : Core Ultra 9-285HX | 64GB RAM |  4TB SSD | RTX 5080 16GB | 18 inch UHD+ 120Hz | RGB Keyboard | Windows 11 | Core Black,MSI,CORE™ ULTRA 9 285HX,64,4TB SSD,RTX 5080 16GB,110000000
